channel,lower_bound,upper_bound
E1,0.05186134191837928,0.07041355154858088
E2,0.07041355154858088,0.1064985635350429
E3,0.1064985635350429,0.1928218520789196
E4,0.1928218520789196,0.3133962171418216
E5,0.5674221042796429,1.084316958237171
E6,1.084316958237171,3.8890519992803174
E7,3.8890519992803174,inf
