,lower_bound,higher_bound,geom_factor
E1,0.0509367521678013,0.11702564550733002,0.013451534154682554
E2,0.0679252507005547,0.23491817610431798,0.020373167859808226
E3,0.1045998953430253,0.447629739314762,0.026322496732912995
E4,0.1928218520789196,0.5036392736117032,0.021036565733780366
E5,0.5674221042796429,2.5715581300620873,0.016657807100827114
E6,1.064985635350429,,
E7,15.53839831274974,,
