channel,lower_bound,upper_bound
E1,0.05186134191837928,0.06915821094890896
E2,0.06915821094890896,0.10459989534302536
E3,0.10459989534302536,0.1893842027330888
E4,0.1893842027330888,0.3133962171418216
E5,0.5674221042796429,1.084316958237171
E6,1.084316958237171,3.8890519992803174
E7,3.8890519992803174,inf
